"자치구 기준일","종로구 전체","종로구 추가","중구 전체","중구 추가","용산구 전체","용산구 추가","성동구 전체","성동구 추가","광진구 전체","광진구 추가","동대문구 전체","동대문구 추가","중랑구 전체","중랑구 추가","성북구 전체","성북구 추가","강북구 전체","강북구 추가","도봉구 전체","도봉구 추가","노원구 전체","노원구 추가","은평구 전체","은평구 추가","서대문구 전체","서대문구 추가","마포구 전체","마포구 추가","양천구 전체","양천구 추가","강서구 전체","강서구 추가","구로구 전체","구로구 추가","금천구 전체","금천구 추가","영등포구 전체","영등포구 추가","동작구 전체","동작구 추가","관악구 전체","관악구 추가","서초구 전체","서추구 추가","강남구 전체","강남구 추가","송파구 전체","송파구 추가","강동구 전체","강동구 추가","기타 전체","기타 추가"
"2022.06.21.00","48915","27","44405","21","74809","59","107387","46","128442","91","126395","55","136756","69","156762","96","100398","42","110503","36","185111","103","162829","51","108811","54","134144","107","158809","76","204241","102","148602","59","85309","55","148587","83","143744","70","179149","89","143186","95","185781","148","236864","204","166435","74","223917","131"
"2022.06.20.00","48888","9","44384","14","74750","18","107341","24","128351","22","126340","17","136687","19","156672","23","100356","13","110468","18","185008","34","162778","37","108757","14","134037","29","158733","43","204140","54","148543","32","85254","16","148506","32","143674","15","179060","28","143091","36","185634","63","236660","63","166361","21","223786","25"
"2022.06.19.00","48879","12","44370","14","74732","27","107317","28","128329","39","126323","26","136668","34","156649","41","100343","24","110450","20","184974","34","162741","36","108743","24","134008","55","158690","51","204086","91","148511","28","85238","23","148474","44","143659","46","179032","64","143055","73","185571","94","236597","88","166340","41","223761","51"
"2022.06.18.00","48867","22","44356","17","74705","31","107289","37","128290","37","126297","27","136634","34","156608","61","100319","23","110430","23","184940","47","162705","42","108719","37","133953","67","158639","46","203995","58","148483","24","85215","20","148430","52","143613","54","178968","51","142982","65","185477","100","236509","111","166299","51","223710","108"
"2022.06.17.00","48845","22","44340","16","74674","27","107252","22","128253","42","126270","29","136600","32","156547","52","100296","14","110407","24","184893","57","162663","45","108682","38","133886","59","158593","58","203937","84","148459","42","85195","20","148379","58","143559","50","178917","78","142917","78","185377","85","236398","94","166248","50","223602","104"
"2022.06.16.00","48823","9","44324","18","74647","31","107232","40","128211","59","126241","34","136568","37","156495","62","100282","30","110383","32","184836","71","162618","58","108644","54","133827","60","158535","81","203853","111","148417","43","85175","28","148321","68","143509","46","178839","76","142839","73","185292","110","236304","112","166198","82","223498","124"
"2022.06.15.00","48814","27","44306","22","74616","53","107192","38","128152","53","126207","33","136531","55","156433","68","100252","20","110351","38","184765","55","162560","80","108590","46","133767","80","158454","68","203742","113","148374","48","85147","27","148253","88","143463","73","178763","93","142766","86","185182","123","236192","117","166116","68","223374","118"
"2022.06.14.00","48787","20","44284","18","74563","55","107154","51","128099","54","126174","55","136476","61","156365","69","100232","34","110313","43","184710","76","162480","70","108544","58","133687","72","158386","82","203629","100","148326","53","85120","31","148165","73","143390","78","178670","64","142680","85","185059","122","236076","139","166048","74","223257","127"
"2022.06.13.00","48767","7","44266","11","74508","14","107103","13","128045","14","126119","17","136415","23","156296","25","100198","12","110270","12","184634","33","162410","49","108486","22","133615","31","158304","20","203529","37","148273","6","85089","8","148093","20","143312","36","178606","19","142595","53","184937","58","235937","49","165974","30","223130","44"
"2022.06.12.00","48760","12","44255","16","74494","45","107090","32","128031","30","126102","21","136392","50","156271","43","100186","20","110258","31","184601","59","162361","41","108464","27","133584","50","158284","66","203492","55","148267","43","85081","18","148073","56","143276","54","178587","51","142542","35","184879","77","235888","91","165944","57","223086","80"
"2022.06.11.00","48748","16","44239","20","74449","35","107058","30","128001","46","126081","30","136342","54","156228","55","100166","39","110227","35","184542","65","162320","47","108437","52","133534","77","158218","51","203437","85","148224","40","85063","27","148017","58","143222","55","178536","69","142507","65","184802","75","235797","87","165887","64","223006","105"
"2022.06.10.00","48732","23","44220","12","74414","52","107028","41","127955","52","126052","37","136288","38","156173","59","100127","30","110192","40","184477","50","162273","62","108385","41","133457","79","158167","48","203352","93","148184","50","85036","36","147959","68","143167","65","178467","78","142442","69","184727","103","235710","113","165823","57","222901","141"
"2022.06.09.00","48709","21","44208","18","74362","46","106987","58","127903","63","126015","60","136250","80","156114","79","100097","38","110152","36","184427","94","162211","123","108344","78","133378","92","158119","92","203259","110","148134","55","85000","39","147891","85","143102","79","178389","95","142373","91","184624","122","235597","136","165766","75","222761","144"
"2022.06.08.00","48688","47","44190","43","74316","63","106929","81","127840","103","125955","101","136170","78","156035","105","100059","55","110116","52","184333","110","162088","67","108266","93","133286","141","158027","95","203149","166","148079","84","84961","144","147806","111","143023","106","178294","102","142282","95","184502","159","235461","162","165691","103","222618","162"
